,MSZoning,LotShape,BldgType,OverallQual,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive
41,0.5,1.0,0.0,0.4444444444444445,0.8032786885245902,1.0,1.0,0.25,0.16666666666666666,0.5,1.0,0.5223471436856912,0.4882773835704266,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.25,0.5
42,0.5,0.0,0.0,0.4444444444444445,0.4098360655737705,1.0,0.5,0.0,0.0,0.5,1.0,0.3683352639013098,0.3443108306583831,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
43,0.5,0.0,0.0,0.4444444444444445,0.4754098360655738,1.0,0.5,0.0,0.5,1.0,1.0,0.3907736697067845,0.3652857057211274,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
44,0.5,1.0,0.0,0.4444444444444445,0.7868852459016394,1.0,1.0,1.0,0.0,0.0,1.0,0.4678860018416349,0.4373684350534708,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.25,1.0
45,0.5,1.0,1.0,0.8888888888888888,0.09836065573770493,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.6272049487520572,0.5862959050147616,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
46,0.5,0.0,0.0,0.6666666666666665,0.11475409836065575,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.5729511108590262,0.6585474980312895,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
47,0.0,1.0,0.0,0.7777777777777777,0.032786885245901634,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.6058791180140468,0.5663610380185573,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.75,1.0
48,0.75,1.0,0.25,0.3333333333333333,0.032786885245901634,1.0,1.0,1.0,1.0,0.5,1.0,0.29899607713336085,0.5198559157936766,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,0.0
49,0.5,1.0,0.0,0.4444444444444445,0.6885245901639345,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.3975708593094396,0.37163955295650863,0.3333333333333333,1.0,0.0,0.0,1.0,0.25,1.0
50,0.5,0.3333333333333333,0.0,0.5555555555555556,0.18032786885245905,1.0,0.5,0.0,0.3333333333333333,0.5,1.0,0.3277015118889919,0.5242142905765341,0.0,1.0,0.0,0.0,0.0,0.5,1.0
51,0.75,1.0,0.0,0.5555555555555556,0.9344262295081968,1.0,1.0,1.0,1.0,1.0,1.0,0.3380444336424633,0.4452771971657357,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
52,0.75,0.3333333333333333,0.5,0.4444444444444445,0.7868852459016394,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.3380444336424633,0.31599570053130943,0.3333333333333333,1.0,0.0,1.0,1.0,0.5,1.0
53,0.5,0.0,0.0,0.8888888888888888,0.3278688524590164,0.3333333333333333,0.0,0.25,0.3333333333333333,0.5,1.0,0.6461621684508216,0.6040166521197792,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,1.0
54,0.5,1.0,0.0,0.4444444444444445,0.8688524590163935,1.0,1.0,1.0,0.0,1.0,1.0,0.5313578873111582,0.4967004071758061,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
55,0.5,0.0,0.0,0.5555555555555556,0.7377049180327869,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,0.5490258483999941,0.5132159867434658,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
56,0.0,1.0,0.75,0.7777777777777777,0.16393442622950818,0.3333333333333333,0.5,1.0,0.3333333333333333,0.0,1.0,0.4085067429667459,0.5836612588519632,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,1.0
57,0.5,0.0,0.0,0.6666666666666665,0.049180327868852465,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.3579190094563711,0.5797749779095471,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
58,0.5,0.3333333333333333,0.0,1.0,0.016393442622950817,0.0,0.0,0.25,1.0,0.0,1.0,0.5492913225274254,0.7700164038243282,0.0,0.6666666666666666,0.3333333333333333,0.4,0.0,0.75,1.0
59,0.5,1.0,0.0,0.4444444444444445,0.6065573770491803,1.0,1.0,0.0,0.0,0.0,1.0,0.32096935602439514,0.30003433398724555,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
60,0.5,1.0,0.0,0.5555555555555556,0.049180327868852465,1.0,0.5,1.0,0.0,0.0,1.0,0.4705094671360337,0.4398207864931632,0.3333333333333333,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,1.0
61,0.75,1.0,0.0,0.4444444444444445,0.19672131147540986,1.0,1.0,1.0,1.0,1.0,0.0,0.209504399271196,0.425163543976566,0.0,0.3333333333333333,0.0,0.6000000000000001,1.0,0.25,0.0
62,0.5,0.0,1.0,0.7777777777777777,0.032786885245901634,0.3333333333333333,0.5,0.75,0.3333333333333333,0.0,1.0,0.5341303052283983,0.4992919958982824,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
63,0.75,0.0,0.0,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3759635181053076,0.5777122882260084,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
64,0.5,1.0,0.0,0.6666666666666665,0.19672131147540986,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.4359737633557197,0.6390918270052062,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
65,0.5,1.0,0.0,0.7777777777777777,0.049180327868852465,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.4655754552205087,0.7082244270816784,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.75,1.0
66,0.5,1.0,0.0,0.6666666666666665,0.3606557377049181,1.0,0.5,0.25,0.3333333333333333,1.0,1.0,0.714576178588127,0.6679684019727556,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
67,0.5,0.0,0.0,0.6666666666666665,0.0819672131147541,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.5631014385598587,0.5263735054904308,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
68,0.75,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30461016105657457,0.28474215710303064,0.0,1.0,0.0,0.0,1.0,0.25,1.0
69,0.5,1.0,0.0,0.6666666666666665,0.8852459016393444,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.515445432276147,0.680564313059556,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
70,0.5,0.0,0.0,0.6666666666666665,0.5737704918032788,1.0,0.5,0.25,0.0,0.0,1.0,0.7173097948312526,0.6705237198356255,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.5,1.0
71,0.5,1.0,0.0,0.3333333333333333,0.032786885245901634,1.0,1.0,1.0,0.0,1.0,1.0,0.3512601862832416,0.3283494641143188,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
72,0.5,0.0,0.0,0.6666666666666665,0.19672131147540986,1.0,0.5,1.0,1.0,0.5,1.0,0.36876311397869177,0.579363401041193,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
73,0.5,1.0,0.0,0.4444444444444445,0.13114754098360654,1.0,1.0,1.0,0.0,0.5,1.0,0.4462166352424042,0.4171124391040273,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0
74,0.75,1.0,0.0,0.2222222222222222,1.0,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.34901428442051285,0.555295269652349,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
75,0.75,1.0,0.75,0.3333333333333333,0.6065573770491803,1.0,0.5,0.25,0.3333333333333333,1.0,1.0,0.17186937482437958,0.3836569300489421,0.3333333333333333,1.0,0.0,0.4,1.0,0.25,1.0
76,0.5,0.0,0.0,0.3333333333333333,0.8688524590163935,1.0,1.0,1.0,0.0,0.0,1.0,0.3963801922974275,0.3705265464428198,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
77,0.75,1.0,0.0,0.4444444444444445,0.13114754098360654,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.441306402366378,0.4766335754601667,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
78,0.5,1.0,0.5,0.3333333333333333,0.7049180327868853,1.0,1.0,1.0,1.0,1.0,0.0,0.6306452756562111,0.5895118387854228,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
79,0.75,1.0,0.0,0.4444444444444445,0.4754098360655738,1.0,1.0,1.0,1.0,0.5,1.0,0.270159281210113,0.4611589290840677,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
80,0.5,1.0,0.0,0.5555555555555556,0.6885245901639345,1.0,0.5,1.0,0.8333333333333333,1.0,1.0,0.4782724747997293,0.6573933362295032,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,1.0
81,0.75,1.0,1.0,0.5555555555555556,0.14754098360655735,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.5249031760506102,0.4906667003505621,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,1.0
82,0.5,1.0,0.0,0.7777777777777777,0.032786885245901634,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.5840064253576593,0.5459149778246735,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,1.0
83,0.5,0.0,0.0,0.4444444444444445,0.7868852459016394,1.0,1.0,1.0,1.0,0.5,1.0,0.438827185757642,0.4102049617605377,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
84,0.5,0.0,0.0,0.6666666666666665,0.2295081967213115,1.0,0.5,1.0,1.0,0.5,1.0,0.33243791105181986,0.5251755690986175,0.0,1.0,0.3333333333333333,0.4,0.0,0.5,1.0
85,0.5,1.0,0.0,0.7777777777777777,0.2459016393442623,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.5145738003672773,0.700121816992064,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,1.0
86,0.5,0.3333333333333333,0.0,0.5555555555555556,0.0819672131147541,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.27126743237716155,0.5452353421142848,0.0,0.6666666666666666,0.3333333333333333,0.4,0.0,0.5,1.0
87,0.0,1.0,1.0,0.5555555555555556,0.016393442622950817,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.2291759423279047,0.4594290954246514,0.0,0.6666666666666666,0.0,0.6000000000000001,0.6666666666666666,0.5,1.0
88,1.0,0.0,0.0,0.2222222222222222,0.459016393442623,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.41988335178549496,0.5374401404572731,0.0,0.3333333333333333,0.0,0.8,0.3333333333333333,0.0,0.0
89,0.5,1.0,0.0,0.3333333333333333,0.21311475409836064,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.4111920390508712,0.3843722999154746,0.3333333333333333,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
90,0.5,1.0,0.0,0.3333333333333333,0.9344262295081968,1.0,0.75,0.5,0.6666666666666666,1.0,1.0,0.4298378473389533,0.4018019472209433,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
91,0.5,1.0,0.0,0.4444444444444445,0.7540983606557378,1.0,1.0,1.0,0.8333333333333333,1.0,1.0,0.4948717163047038,0.4625940234597405,0.0,1.0,0.0,0.0,1.0,0.5,1.0
92,0.5,0.0,0.0,0.4444444444444445,0.06557377049180327,1.0,0.5,1.0,0.0,0.0,1.0,0.4011205468030319,0.3749577143417402,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
93,1.0,1.0,0.25,0.5555555555555556,0.16393442622950818,1.0,1.0,0.75,0.8333333333333333,0.0,0.0,0.5024558048608556,0.6811824875785022,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
94,0.5,0.0,0.0,0.5555555555555556,0.18032786885245905,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.3772200771561982,0.5930951586829399,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
95,0.5,0.3333333333333333,0.0,0.5555555555555556,0.278688524590164,0.0,0.5,1.0,0.0,0.5,1.0,0.2690478755562569,0.5242142905765341,0.0,1.0,0.3333333333333333,0.4,0.0,0.5,1.0
96,0.5,0.0,0.0,0.6666666666666665,0.13114754098360654,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.5900115236438932,0.5515283973957965,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
97,0.5,1.0,0.0,0.3333333333333333,0.7049180327868853,1.0,1.0,1.0,0.8333333333333333,1.0,1.0,0.3995470170801068,0.3734868170938697,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,0.5
98,0.5,1.0,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.3467549741090381,0.3241381015378377,0.0,1.0,0.0,0.2,1.0,0.25,1.0
99,0.5,0.0,0.0,0.3333333333333333,0.8524590163934427,1.0,1.0,1.0,0.0,0.25,1.0,0.4917950054296143,0.4597179890939906,0.3333333333333333,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
100,0.5,0.0,0.0,0.5555555555555556,0.16393442622950818,1.0,1.0,0.75,0.0,0.5,1.0,0.5952183185828055,0.5563955824475246,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,1.0
101,0.5,1.0,0.0,0.5555555555555556,0.4262295081967213,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.4061897968325461,0.5822344335530869,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0
102,0.5,1.0,0.5,0.4444444444444445,0.5081967213114754,1.0,0.75,0.5,0.6666666666666666,1.0,1.0,0.5771656103646157,0.5395203506372361,0.0,1.0,0.0,0.0,1.0,0.5,1.0
103,0.5,0.0,0.0,0.6666666666666665,0.032786885245901634,1.0,0.5,1.0,1.0,0.0,1.0,0.4921038045925133,0.4600066470279565,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.75,1.0
104,0.75,1.0,0.0,0.6666666666666665,0.9508196721311476,1.0,1.0,1.0,0.5,0.0,1.0,0.4921038045925133,0.5993772377079463,0.0,1.0,0.6666666666666666,0.6000000000000001,1.0,0.25,1.0
105,0.0,1.0,0.0,0.7777777777777777,0.0819672131147541,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.4345389432363853,0.6317107784637686,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
106,0.75,1.0,0.0,0.3333333333333333,0.21311475409836064,1.0,0.25,1.0,1.0,0.5,1.0,0.4323764610484426,0.4041749814663671,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.0
107,0.75,1.0,0.0,0.4444444444444445,0.9672131147540984,1.0,1.0,1.0,0.0,0.0,1.0,0.3253108952647219,0.3040926990928288,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
108,0.75,1.0,0.0,0.4444444444444445,0.049180327868852465,1.0,1.0,1.0,1.0,1.0,0.0,0.4138584149249636,0.5353476253147869,0.0,0.3333333333333333,0.0,0.8,0.3333333333333333,0.0,0.0
109,0.5,0.0,0.0,0.5555555555555556,0.5573770491803279,1.0,0.5,1.0,0.16666666666666666,0.0,1.0,0.6465728395200268,0.6044005374297754,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
110,0.5,1.0,0.0,0.5555555555555556,0.5737704918032788,1.0,1.0,1.0,0.8333333333333333,0.5,1.0,0.4890044150062782,0.6065044923005694,0.0,1.0,0.0,0.0,1.0,0.25,1.0
111,0.5,0.0,0.0,0.6666666666666665,0.18032786885245905,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.3180470762280185,0.514455043276246,0.0,1.0,0.3333333333333333,0.4,0.0,0.5,1.0
112,0.5,1.0,0.0,0.6666666666666665,0.016393442622950817,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.5090063490348,0.7387662372176043,0.3333333333333333,0.0,0.3333333333333333,0.4,0.0,0.75,1.0
113,0.5,1.0,0.0,0.5555555555555556,0.9016393442622952,1.0,0.5,0.75,0.0,1.0,1.0,0.7233891762235379,0.6762065774444692,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2,1.0,0.5,1.0
114,0.5,0.0,0.0,0.5555555555555556,0.09836065573770493,1.0,1.0,1.0,0.0,0.0,1.0,0.5519358710471639,0.6856322352866888,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6000000000000001,1.0,0.25,1.0
115,0.0,1.0,1.0,0.5555555555555556,0.14754098360655735,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.29537962166298026,0.5213146818957002,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
116,0.5,1.0,0.0,0.4444444444444445,0.7868852459016394,1.0,1.0,1.0,0.5,1.0,1.0,0.4483016727655653,0.41906148138129895,0.0,1.0,0.3333333333333333,0.0,1.0,0.25,1.0
117,0.5,1.0,0.0,0.4444444444444445,0.016393442622950817,1.0,0.5,1.0,1.0,0.5,1.0,0.4595684504738222,0.4295933906817688,0.0,1.0,0.0,0.0,1.0,0.5,1.0
118,0.5,1.0,0.0,0.6666666666666665,0.3442622950819673,1.0,0.5,0.75,0.3333333333333333,0.5,1.0,0.6155801763119255,0.8018162430364155,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.75,1.0
